剧本ID,剧目名称,剧目类别,内容量权重,网络密度,度中心化,网络节点数,网络边数估计,二值网络密度,平均边权,最大边权,发言轮次,场次数,角色数,角色列表,页数,字符数,文件路径,主角色关系,角色关系集合,主主题,主题集合,闭环ID集合,叙事结构线集合,波动型集合,关系演化结局集合,主闭环ID,主叙事结构线,主波动型,主关系演化结局,公案戏得分,家庭戏得分,江湖戏得分,历史戏得分,神怪戏得分,网络计算方法,数据说明
01036002,双龙会,历史戏,36.91,0.129,0.2953,20,57,0.3,0.4299,0.9999,247,11,20,杨继业；杨延德；杨延平；赵匡义；赵德芳；杨延昭；杨延嗣；萧天庆；韩延寿；公主；耶律休哥；长老；四小军；赵延平；太监甲；萧天佐；太监；二太监；潘仁美；郎万,12,13074,01000000/01036002_双龙会.pdf,权力关系,权力关系|亲属关系|冲突关系,战争武略,战争武略|政治权力|家庭亲情|除暴侠义|忠义家国,loop-031|loop-032|loop-025|loop-026|loop-029|loop-000|loop-006|loop-049,中峰型|后峰型|多峰型|平稳型,中峰-中段征战|后峰-结尾爆发|中峰-中段计谋|后峰-末端清算|多峰-连战递进|平稳-循环回归|后峰-迟来显义,权谋败露|功名显达|权力更替|主从归顺|亲缘团圆|亲情牺牲|敌对和解,loop-031,中峰型,中峰-中段征战,权谋败露,8,35,12,86,12,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
01036003,大香山,历史戏,50.74,0.0819,0.3811,38,124,0.1764,0.4643,1.0,405,27,38,妙善；妙庄王；达摩；林表；王正；何信；任仲；妙金；妙银；金枝；山神；土地；土地奶奶；师父；小道童；净水佛；香花佛；阿耨佛；伽沙佛；韦陀；人曹官；佛祖；王后；接引佛；天妃圣母；太监；小太监；元士；山鬼；降龙；四龙套；伏虎；家院；林狭仙；狭兽仙；阎王；众善人；众僧人,23,26758,01000000/01036003_大香山.pdf,权力关系,权力关系|亲属关系,家庭亲情,家庭亲情|政治权力|战争武略|恩怨报偿|公案冤狱,loop-025|loop-026|loop-030|loop-031|loop-033|loop-002|loop-011,中峰型|后峰型|多峰型,中峰-中段计谋|后峰-末端清算|多峰-连战递进|中峰-中段征战|中峰-中段审判|后峰-终局和解,权力更替|主从归顺|权谋败露|亲情牺牲|亲缘团圆,loop-025,中峰型,中峰-中段计谋,权力更替,8,46,0,55,50,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
01036004,翠花宫,家庭戏,29.63,0.3746,0.1938,8,23,0.8214,0.456,0.9993,256,2,8,张金定；程咬金；秦夫人；大太监；管家；徐勣；尉迟恭；院子,8,9724,01000000/01036004_翠花宫.pdf,亲属关系,亲属关系|权力关系|婚恋关系,家庭亲情,家庭亲情|政治权力|文人世情|恩怨报偿|婚恋姻缘,loop-001|loop-002|loop-011|loop-009|loop-024|loop-015|loop-023|loop-012,前锋型|后峰型|多峰型|平稳型|中峰型,前锋-先决裂后修补|后峰-终局和解|后峰-末端清算|多峰-恩怨反复|前锋-开端突发|平稳-循环回归|多峰-连环误会|中峰-中段离合,代际和解|亲情牺牲|亲缘团圆|宗族复位|君臣尽忠|婚恋错失|婚恋成全,loop-001,前锋型,前锋-先决裂后修补,代际和解,0,46,0,43,0,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
01036005,天女散花,家庭戏,31.22,0.19,0.1329,14,39,0.4286,0.4434,1.0,120,9,14,天女；如来；文殊师利；伽篮；花奴；沙弥甲；沙弥乙；沙弥丙；沙弥丁；三沙弥；伽蓝；维摩诘；四沙弥；七菩萨,7,9506,01000000/01036005_天女散花.pdf,亲属关系,亲属关系,家庭亲情,家庭亲情|恩怨报偿|礼教品格,loop-002|loop-000|loop-011|loop-009|loop-003,后峰型|平稳型|多峰型,后峰-终局和解|平稳-循环回归|后峰-末端清算|多峰-恩怨反复|平稳-低振守常,亲情牺牲|亲缘团圆|宗族复位|代际和解,loop-002,后峰型,后峰-终局和解,亲情牺牲,0,43,0,29,33,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
01036006,平贵别窑,家庭戏,21.71,0.6246,0.4556,3,3,1.0,0.6246,1.0,55,2,3,薛平贵；王宝钏；中军,4,4451,01000000/01036006_平贵别窑.pdf,亲属关系,亲属关系|权力关系|婚恋关系,战争武略,战争武略|家庭亲情|政治权力|礼教品格|婚恋姻缘,loop-002|loop-000|loop-004|loop-005|loop-030|loop-026|loop-015|loop-020,后峰型|平稳型|中峰型|多峰型,后峰-终局和解|平稳-循环回归|中峰-中段伦理压迫|后峰-迟来显义|多峰-连战递进|后峰-末端清算,亲情牺牲|亲缘团圆|宗族复位|主从归顺|婚恋错失|礼法压服,loop-030,多峰型,多峰-连战递进,主从归顺,0,93,7,75,7,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
01036007,刀劈三关,历史戏,37.12,0.1246,0.3512,20,52,0.2737,0.4552,0.9998,299,18,20,雷万春；郭章；万花公主；报子；四手下；手下甲；唐僖宗；大太监；雷一鸣；雷一振；雷一胜；羌洪；银生里；金生里；家院；院子；马童甲；二马童；龙套；八龙套,12,13575,01000000/01036007_刀劈三关.pdf,权力关系,权力关系|冲突关系|亲属关系,战争武略,战争武略|政治权力|家庭亲情|善恶转化|恩怨报偿,loop-030|loop-031|loop-024|loop-025|loop-049|loop-059|loop-056|loop-001,多峰型|中峰型|前锋型|平稳型|后峰型,多峰-连战递进|中峰-中段征战|前锋-开端突发|中峰-中段计谋|平稳-余波消解|后峰-末端清算|前锋-先决裂后修补,主从归顺|权谋败露|君臣尽忠|权力更替|敌对和解|敌对消灭|善恶翻转|代际和解,loop-030,多峰型,多峰-连战递进,主从归顺,0,27,0,83,14,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
01037002,嫦娥奔月,历史戏,31.3,0.0802,0.1764,17,27,0.1985,0.404,0.993,114,16,17,嫦娥；后羿；吴刚；四仙女；仙女一；三仙女；兔儿爷；兔儿奶奶；免儿奶奶；免儿爷；王母；仙女二；仙姑一；三仙姑；二宫女；众仙姑；宫女,7,8054,01000000/01037002_嫦娥奔月.pdf,亲属关系,亲属关系|权力关系|婚恋关系,家庭亲情,家庭亲情|文人世情|政治权力|战争武略|礼教品格,loop-001|loop-002|loop-005|loop-003|loop-024|loop-030|loop-017|loop-021,前锋型|后峰型|平稳型|多峰型,前锋-先决裂后修补|后峰-终局和解|后峰-迟来显义|平稳-低振守常|前锋-开端突发|多峰-连战递进|平稳-中段微折,代际和解|亲情牺牲|宗族复位|君臣尽忠|主从归顺|贞节守义,loop-001,前锋型,前锋-先决裂后修补,代际和解,0,42,0,51,24,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
01037003,三字经,历史戏,25.38,0.3566,0.2563,4,5,0.8333,0.428,0.6346,128,2,4,罗英；温韬；关卞；旗牌,5,7959,01000000/01037003_三字经.pdf,亲属关系,亲属关系|同盟关系|权力关系,家庭亲情,家庭亲情|战争武略|礼教品格|政治权力|公案冤狱,loop-000|loop-001|loop-003|loop-004|loop-039|loop-047|loop-032|loop-026,平稳型|前锋型|中峰型|多峰型|后峰型,平稳-循环回归|前锋-先决裂后修补|平稳-低振守常|中峰-中段伦理压迫|多峰-连战递进|后峰-末端清算|后峰-结尾爆发,亲缘团圆|代际和解|亲情牺牲|同盟破裂|结义同心|功名显达|主从归顺,loop-000,平稳型,平稳-循环回归,亲缘团圆,0,32,4,43,2,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
01037004,葭萌关,历史戏,26.49,0.2067,0.3912,10,22,0.4889,0.4228,0.9987,108,8,10,张飞；马超；马岱；四白龙套；报子；四黑龙套；众人；刘备；二太监；二黑龙套,5,4849,01000000/01037004_葭萌关.pdf,冲突关系,冲突关系|亲属关系|权力关系,战争武略,战争武略|家庭亲情|恩怨报偿|政治权力|礼教品格,loop-050|loop-048|loop-054|loop-055|loop-002|loop-009|loop-004|loop-032,后峰型|多峰型|中峰型,后峰-结尾爆发|多峰-连战递进|多峰-恩怨反复|后峰-压轴报偿|后峰-终局和解|中峰-中段伦理压迫,复仇完成|敌对消灭|阵营转投|亲情牺牲|宗族复位|功名显达,loop-050,后峰型,后峰-结尾爆发,复仇完成,0,19,2,107,3,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
01037005,盘关,历史戏,24.41,0.527,0.394,5,10,1.0,0.527,1.0,131,1,5,田单；门官；皂隶；田法章；伊立,4,5049,01000000/01037005_盘关.pdf,亲属关系,亲属关系|权力关系,家庭亲情,家庭亲情|战争武略|政治权力|恩怨报偿|公案冤狱,loop-001|loop-002|loop-009|loop-010|loop-031|loop-024|loop-035,前锋型|后峰型|多峰型|中峰型,前锋-先决裂后修补|后峰-终局和解|多峰-恩怨反复|后峰-压轴报偿|中峰-中段征战|前锋-开端突发|后峰-末端清算,代际和解|亲情牺牲|宗族复位|名节昭彰|权谋败露|君臣尽忠,loop-001,前锋型,前锋-先决裂后修补,代际和解,0,25,0,57,13,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
01037006,碧游宫,神怪戏,39.99,0.1499,0.3042,20,71,0.3737,0.4012,0.9999,370,8,20,广成子；武当圣母；杜宝大仙；龟宝大仙；求寿大仙；金灵圣母；长光大仙；乌灵圣母；灵牙大仙；通天教主；申公豹；虔引道人；瞿留孙；姜子牙；南极星；元始天尊；太上老君；童儿；准提佛；接引佛,18,18983,01000000/01037006_碧游宫.pdf,亲属关系,亲属关系|权力关系|冲突关系,家庭亲情,家庭亲情|政治权力|战争武略|恩怨报偿|礼教品格,loop-000|loop-001|loop-011|loop-009|loop-005|loop-025|loop-032|loop-049,平稳型|前锋型|后峰型|多峰型|中峰型,平稳-循环回归|前锋-先决裂后修补|后峰-末端清算|多峰-恩怨反复|后峰-迟来显义|中峰-中段计谋|后峰-结尾爆发|中峰-中段征战,亲缘团圆|代际和解|宗族复位|权力更替|功名显达|敌对和解,loop-000,平稳型,平稳-循环回归,亲缘团圆,1,45,0,44,70,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
01037007,界牌关,历史戏,24.46,0.2663,0.403,8,18,0.6429,0.4142,0.9612,79,9,8,罗通；苏宝同；王伯超；罗章；大旗；秦怀玉；报子；龙套,4,4098,01000000/01037007_界牌关.pdf,冲突关系,冲突关系|权力关系|亲属关系,战争武略,战争武略|家庭亲情|政治权力|恩怨报偿|公案冤狱,loop-050|loop-048|loop-054|loop-055|loop-032|loop-024|loop-035|loop-001,后峰型|多峰型|前锋型,后峰-结尾爆发|多峰-连战递进|多峰-恩怨反复|后峰-压轴报偿|前锋-开端突发|后峰-末端清算|前锋-先决裂后修补,复仇完成|敌对消灭|阵营转投|功名显达|君臣尽忠|代际和解,loop-050,后峰型,后峰-结尾爆发,复仇完成,0,51,1,98,4,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
01037008,打桃园,家庭戏,33.59,0.1649,0.2375,16,46,0.3833,0.4301,0.9976,192,15,16,桃三春；郑子明；赵匡胤；太白金星；孩童儿；牧童；桃员外；桃安人；四丫鬟；四武丫鬟；丫鬟甲；玉帝；四功曹；院子；员外；傧相,9,10779,01000000/01037008_打桃园.pdf,亲属关系,亲属关系,家庭亲情,家庭亲情|恩怨报偿|礼教品格,loop-001|loop-002|loop-011|loop-009|loop-003,前锋型|后峰型|多峰型|平稳型,前锋-先决裂后修补|后峰-终局和解|后峰-末端清算|多峰-恩怨反复|平稳-低振守常,代际和解|亲情牺牲|亲缘团圆|宗族复位,loop-001,前锋型,前锋-先决裂后修补,代际和解,0,44,8,23,4,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
01038001,珠帘寨,历史戏,37.34,0.1927,0.3744,15,41,0.3905,0.4936,1.0,416,17,15,李克用；程敬思；二皇娘；大皇娘；周德威；李嗣源；老军甲；老军乙；八龙套；王天龙；王天虎；四龙套；龙套甲；十太保；报子,18,20414,01000000/01038001_珠帘寨.pdf,权力关系,权力关系|亲属关系|冲突关系,家庭亲情,家庭亲情|政治权力|战争武略|恩怨报偿|除暴侠义,loop-024|loop-025|loop-032|loop-030|loop-001|loop-009|loop-049|loop-056,前锋型|中峰型|后峰型|多峰型,前锋-开端突发|中峰-中段计谋|后峰-结尾爆发|多峰-连战递进|前锋-先决裂后修补|多峰-恩怨反复|中峰-中段征战|后峰-末端清算,君臣尽忠|权力更替|功名显达|主从归顺|代际和解|宗族复位|敌对和解|善恶翻转,loop-024,前锋型,前锋-开端突发,君臣尽忠,0,29,29,76,1,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
01038002,取南郡【头、二本】,历史戏,48.48,0.1189,0.4483,31,133,0.286,0.4156,1.0,494,30,31,周瑜；诸葛亮；鲁肃；曹洪；曹仁；黄盖；张飞；关平；刘封；牛金；陈矫；曹纯；刘备；孙乾；赵云；吕蒙；四大将；吴将；丁奉；蒋钦；徐盛；四大铠；四龙套；报子；甘宁；程普；四文堂；四下手；四上手；周泰；众人,22,25998,01000000/01038002_取南郡【头、二本】.pdf,冲突关系,冲突关系|权力关系|同盟关系,战争武略,战争武略|政治权力|善恶转化|恩怨报偿|忠义家国,loop-049|loop-050|loop-057|loop-058|loop-055|loop-030|loop-024|loop-028,中峰型|后峰型|多峰型|前锋型,中峰-中段征战|后峰-结尾爆发|中峰-中段悟转|后峰-后段反转|后峰-压轴报偿|多峰-连战递进|前锋-开端突发,敌对和解|复仇完成|阵营转投|善恶翻转|主从归顺|君臣尽忠,loop-049,中峰型,中峰-中段征战,敌对和解,1,9,1,79,5,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
01038003,芭蕉扇,家庭戏,34.64,0.0986,0.2979,19,43,0.2515,0.3921,0.9904,231,17,19,孙悟空；娥叉女；牛马王；假牛马王；员外；唐僧；院子；沙僧；四女妖；小妖；王母；土地；玉面仙姑；八大仙；二大妖女；大女妖甲；假猪八戒；李靖；众神将,9,9950,01000000/01038003_芭蕉扇.pdf,亲属关系,亲属关系,家庭亲情,家庭亲情|恩怨报偿|礼教品格|忠义家国,loop-001|loop-002|loop-011|loop-009|loop-005,前锋型|后峰型|多峰型,前锋-先决裂后修补|后峰-终局和解|后峰-末端清算|多峰-恩怨反复|后峰-迟来显义,代际和解|亲情牺牲|亲缘团圆|宗族复位,loop-001,前锋型,前锋-先决裂后修补,代际和解,2,43,0,40,43,主要角色表+全文发言人抽取；邻近发言、同场共现和台词提及构边；网络密度为加权互动密度，度中心化为加权Freeman中心化。,已重算：不再使用按角色数估计边数的旧算法；二人戏不会被机械置为密度1。
